storm_id,storm_name,timestamp,timecode,lat,lon,m1_combined,m1_c13,m2_combined,m2_c13
2021al14,Hurricane Nicholas,2021-09-16 17:30:00,2021259173,29.87,-91.70,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/17/OR_ABI-L2-MCMIPM1-M6_G16_s2021259173,s3://noaa-goes16/ABI-L1b-RadM/2021/259/17/OR_ABI-L1b-RadM1-M6C13_G16_s2021259173,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/17/OR_ABI-L2-MCMIPM2-M6_G16_s2021259173,s3://noaa-goes16/ABI-L1b-RadM/2021/259/17/OR_ABI-L1b-RadM2-M6C13_G16_s2021259173
2021al14,Hurricane Nicholas,2021-09-16 18:00:00,2021259180,29.88,-91.70,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/18/OR_ABI-L2-MCMIPM1-M6_G16_s2021259180,s3://noaa-goes16/ABI-L1b-RadM/2021/259/18/OR_ABI-L1b-RadM1-M6C13_G16_s2021259180,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/18/OR_ABI-L2-MCMIPM2-M6_G16_s2021259180,s3://noaa-goes16/ABI-L1b-RadM/2021/259/18/OR_ABI-L1b-RadM2-M6C13_G16_s2021259180
2021al14,Hurricane Nicholas,2021-09-16 18:30:00,2021259183,29.90,-91.70,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/18/OR_ABI-L2-MCMIPM1-M6_G16_s2021259183,s3://noaa-goes16/ABI-L1b-RadM/2021/259/18/OR_ABI-L1b-RadM1-M6C13_G16_s2021259183,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/18/OR_ABI-L2-MCMIPM2-M6_G16_s2021259183,s3://noaa-goes16/ABI-L1b-RadM/2021/259/18/OR_ABI-L1b-RadM2-M6C13_G16_s2021259183
2021al14,Hurricane Nicholas,2021-09-16 19:00:00,2021259190,29.91,-91.70,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/19/OR_ABI-L2-MCMIPM1-M6_G16_s2021259190,s3://noaa-goes16/ABI-L1b-RadM/2021/259/19/OR_ABI-L1b-RadM1-M6C13_G16_s2021259190,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/19/OR_ABI-L2-MCMIPM2-M6_G16_s2021259190,s3://noaa-goes16/ABI-L1b-RadM/2021/259/19/OR_ABI-L1b-RadM2-M6C13_G16_s2021259190
2021al14,Hurricane Nicholas,2021-09-16 19:30:00,2021259193,29.93,-91.70,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/19/OR_ABI-L2-MCMIPM1-M6_G16_s2021259193,s3://noaa-goes16/ABI-L1b-RadM/2021/259/19/OR_ABI-L1b-RadM1-M6C13_G16_s2021259193,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/19/OR_ABI-L2-MCMIPM2-M6_G16_s2021259193,s3://noaa-goes16/ABI-L1b-RadM/2021/259/19/OR_ABI-L1b-RadM2-M6C13_G16_s2021259193
2021al14,Hurricane Nicholas,2021-09-16 20:00:00,2021259200,29.94,-91.70,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/20/OR_ABI-L2-MCMIPM1-M6_G16_s2021259200,s3://noaa-goes16/ABI-L1b-RadM/2021/259/20/OR_ABI-L1b-RadM1-M6C13_G16_s2021259200,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/20/OR_ABI-L2-MCMIPM2-M6_G16_s2021259200,s3://noaa-goes16/ABI-L1b-RadM/2021/259/20/OR_ABI-L1b-RadM2-M6C13_G16_s2021259200
2021al14,Hurricane Nicholas,2021-09-16 20:30:00,2021259203,29.96,-91.70,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/20/OR_ABI-L2-MCMIPM1-M6_G16_s2021259203,s3://noaa-goes16/ABI-L1b-RadM/2021/259/20/OR_ABI-L1b-RadM1-M6C13_G16_s2021259203,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/20/OR_ABI-L2-MCMIPM2-M6_G16_s2021259203,s3://noaa-goes16/ABI-L1b-RadM/2021/259/20/OR_ABI-L1b-RadM2-M6C13_G16_s2021259203
2021al14,Hurricane Nicholas,2021-09-16 21:00:00,2021259210,29.90,-92.50,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/21/OR_ABI-L2-MCMIPM1-M6_G16_s2021259210,s3://noaa-goes16/ABI-L1b-RadM/2021/259/21/OR_ABI-L1b-RadM1-M6C13_G16_s2021259210,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/21/OR_ABI-L2-MCMIPM2-M6_G16_s2021259210,s3://noaa-goes16/ABI-L1b-RadM/2021/259/21/OR_ABI-L1b-RadM2-M6C13_G16_s2021259210
2021al14,Hurricane Nicholas,2021-09-16 21:30:00,2021259213,29.93,-92.49,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/21/OR_ABI-L2-MCMIPM1-M6_G16_s2021259213,s3://noaa-goes16/ABI-L1b-RadM/2021/259/21/OR_ABI-L1b-RadM1-M6C13_G16_s2021259213,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/21/OR_ABI-L2-MCMIPM2-M6_G16_s2021259213,s3://noaa-goes16/ABI-L1b-RadM/2021/259/21/OR_ABI-L1b-RadM2-M6C13_G16_s2021259213
2021al14,Hurricane Nicholas,2021-09-16 22:00:00,2021259220,29.96,-92.47,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/22/OR_ABI-L2-MCMIPM1-M6_G16_s2021259220,s3://noaa-goes16/ABI-L1b-RadM/2021/259/22/OR_ABI-L1b-RadM1-M6C13_G16_s2021259220,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/22/OR_ABI-L2-MCMIPM2-M6_G16_s2021259220,s3://noaa-goes16/ABI-L1b-RadM/2021/259/22/OR_ABI-L1b-RadM2-M6C13_G16_s2021259220
2021al14,Hurricane Nicholas,2021-09-16 22:30:00,2021259223,29.99,-92.46,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/22/OR_ABI-L2-MCMIPM1-M6_G16_s2021259223,s3://noaa-goes16/ABI-L1b-RadM/2021/259/22/OR_ABI-L1b-RadM1-M6C13_G16_s2021259223,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/22/OR_ABI-L2-MCMIPM2-M6_G16_s2021259223,s3://noaa-goes16/ABI-L1b-RadM/2021/259/22/OR_ABI-L1b-RadM2-M6C13_G16_s2021259223
2021al14,Hurricane Nicholas,2021-09-16 23:00:00,2021259230,30.02,-92.45,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/23/OR_ABI-L2-MCMIPM1-M6_G16_s2021259230,s3://noaa-goes16/ABI-L1b-RadM/2021/259/23/OR_ABI-L1b-RadM1-M6C13_G16_s2021259230,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/23/OR_ABI-L2-MCMIPM2-M6_G16_s2021259230,s3://noaa-goes16/ABI-L1b-RadM/2021/259/23/OR_ABI-L1b-RadM2-M6C13_G16_s2021259230
2021al14,Hurricane Nicholas,2021-09-16 23:30:00,2021259233,30.05,-92.43,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/23/OR_ABI-L2-MCMIPM1-M6_G16_s2021259233,s3://noaa-goes16/ABI-L1b-RadM/2021/259/23/OR_ABI-L1b-RadM1-M6C13_G16_s2021259233,s3://noaa-goes16/ABI-L2-MCMIPM/2021/259/23/OR_ABI-L2-MCMIPM2-M6_G16_s2021259233,s3://noaa-goes16/ABI-L1b-RadM/2021/259/23/OR_ABI-L1b-RadM2-M6C13_G16_s2021259233
2021al14,Hurricane Nicholas,2021-09-17 00:00:00,2021260000,30.07,-92.42,s3://noaa-goes16/ABI-L2-MCMIPM/2021/260/00/OR_ABI-L2-MCMIPM1-M6_G16_s2021260000,s3://noaa-goes16/ABI-L1b-RadM/2021/260/00/OR_ABI-L1b-RadM1-M6C13_G16_s2021260000,s3://noaa-goes16/ABI-L2-MCMIPM/2021/260/00/OR_ABI-L2-MCMIPM2-M6_G16_s2021260000,s3://noaa-goes16/ABI-L1b-RadM/2021/260/00/OR_ABI-L1b-RadM2-M6C13_G16_s2021260000
2021al14,Hurricane Nicholas,2021-09-17 00:30:00,2021260003,30.10,-92.41,s3://noaa-goes16/ABI-L2-MCMIPM/2021/260/00/OR_ABI-L2-MCMIPM1-M6_G16_s2021260003,s3://noaa-goes16/ABI-L1b-RadM/2021/260/00/OR_ABI-L1b-RadM1-M6C13_G16_s2021260003,s3://noaa-goes16/ABI-L2-MCMIPM/2021/260/00/OR_ABI-L2-MCMIPM2-M6_G16_s2021260003,s3://noaa-goes16/ABI-L1b-RadM/2021/260/00/OR_ABI-L1b-RadM2-M6C13_G16_s2021260003
2021al14,Hurricane Nicholas,2021-09-17 01:00:00,2021260010,30.13,-92.40,s3://noaa-goes16/ABI-L2-MCMIPM/2021/260/01/OR_ABI-L2-MCMIPM1-M6_G16_s2021260010,s3://noaa-goes16/ABI-L1b-RadM/2021/260/01/OR_ABI-L1b-RadM1-M6C13_G16_s2021260010,s3://noaa-goes16/ABI-L2-MCMIPM/2021/260/01/OR_ABI-L2-MCMIPM2-M6_G16_s2021260010,s3://noaa-goes16/ABI-L1b-RadM/2021/260/01/OR_ABI-L1b-RadM2-M6C13_G16_s2021260010
2021al18,Hurricane Sam,2021-09-22 20:00:00,2021265200,10.10,-33.67,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/20/OR_ABI-L2-MCMIPM1-M6_G16_s2021265200,s3://noaa-goes16/ABI-L1b-RadM/2021/265/20/OR_ABI-L1b-RadM1-M6C13_G16_s2021265200,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/20/OR_ABI-L2-MCMIPM2-M6_G16_s2021265200,s3://noaa-goes16/ABI-L1b-RadM/2021/265/20/OR_ABI-L1b-RadM2-M6C13_G16_s2021265200
2021al18,Hurricane Sam,2021-09-22 20:30:00,2021265203,10.10,-33.78,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/20/OR_ABI-L2-MCMIPM1-M6_G16_s2021265203,s3://noaa-goes16/ABI-L1b-RadM/2021/265/20/OR_ABI-L1b-RadM1-M6C13_G16_s2021265203,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/20/OR_ABI-L2-MCMIPM2-M6_G16_s2021265203,s3://noaa-goes16/ABI-L1b-RadM/2021/265/20/OR_ABI-L1b-RadM2-M6C13_G16_s2021265203
2021al18,Hurricane Sam,2021-09-22 21:00:00,2021265210,10.10,-33.90,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/21/OR_ABI-L2-MCMIPM1-M6_G16_s2021265210,s3://noaa-goes16/ABI-L1b-RadM/2021/265/21/OR_ABI-L1b-RadM1-M6C13_G16_s2021265210,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/21/OR_ABI-L2-MCMIPM2-M6_G16_s2021265210,s3://noaa-goes16/ABI-L1b-RadM/2021/265/21/OR_ABI-L1b-RadM2-M6C13_G16_s2021265210
2021al18,Hurricane Sam,2021-09-22 21:30:00,2021265213,10.10,-34.02,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/21/OR_ABI-L2-MCMIPM1-M6_G16_s2021265213,s3://noaa-goes16/ABI-L1b-RadM/2021/265/21/OR_ABI-L1b-RadM1-M6C13_G16_s2021265213,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/21/OR_ABI-L2-MCMIPM2-M6_G16_s2021265213,s3://noaa-goes16/ABI-L1b-RadM/2021/265/21/OR_ABI-L1b-RadM2-M6C13_G16_s2021265213
2021al18,Hurricane Sam,2021-09-22 22:00:00,2021265220,10.10,-34.14,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/22/OR_ABI-L2-MCMIPM1-M6_G16_s2021265220,s3://noaa-goes16/ABI-L1b-RadM/2021/265/22/OR_ABI-L1b-RadM1-M6C13_G16_s2021265220,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/22/OR_ABI-L2-MCMIPM2-M6_G16_s2021265220,s3://noaa-goes16/ABI-L1b-RadM/2021/265/22/OR_ABI-L1b-RadM2-M6C13_G16_s2021265220
2021al18,Hurricane Sam,2021-09-22 22:30:00,2021265223,10.09,-34.25,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/22/OR_ABI-L2-MCMIPM1-M6_G16_s2021265223,s3://noaa-goes16/ABI-L1b-RadM/2021/265/22/OR_ABI-L1b-RadM1-M6C13_G16_s2021265223,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/22/OR_ABI-L2-MCMIPM2-M6_G16_s2021265223,s3://noaa-goes16/ABI-L1b-RadM/2021/265/22/OR_ABI-L1b-RadM2-M6C13_G16_s2021265223
2021al18,Hurricane Sam,2021-09-22 23:00:00,2021265230,10.09,-34.37,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/23/OR_ABI-L2-MCMIPM1-M6_G16_s2021265230,s3://noaa-goes16/ABI-L1b-RadM/2021/265/23/OR_ABI-L1b-RadM1-M6C13_G16_s2021265230,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/23/OR_ABI-L2-MCMIPM2-M6_G16_s2021265230,s3://noaa-goes16/ABI-L1b-RadM/2021/265/23/OR_ABI-L1b-RadM2-M6C13_G16_s2021265230
2021al18,Hurricane Sam,2021-09-22 23:30:00,2021265233,10.09,-34.49,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/23/OR_ABI-L2-MCMIPM1-M6_G16_s2021265233,s3://noaa-goes16/ABI-L1b-RadM/2021/265/23/OR_ABI-L1b-RadM1-M6C13_G16_s2021265233,s3://noaa-goes16/ABI-L2-MCMIPM/2021/265/23/OR_ABI-L2-MCMIPM2-M6_G16_s2021265233,s3://noaa-goes16/ABI-L1b-RadM/2021/265/23/OR_ABI-L1b-RadM2-M6C13_G16_s2021265233
2021al18,Hurricane Sam,2021-09-23 00:00:00,2021266000,10.09,-34.61,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/00/OR_ABI-L2-MCMIPM1-M6_G16_s2021266000,s3://noaa-goes16/ABI-L1b-RadM/2021/266/00/OR_ABI-L1b-RadM1-M6C13_G16_s2021266000,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/00/OR_ABI-L2-MCMIPM2-M6_G16_s2021266000,s3://noaa-goes16/ABI-L1b-RadM/2021/266/00/OR_ABI-L1b-RadM2-M6C13_G16_s2021266000
2021al18,Hurricane Sam,2021-09-23 00:30:00,2021266003,10.09,-34.72,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/00/OR_ABI-L2-MCMIPM1-M6_G16_s2021266003,s3://noaa-goes16/ABI-L1b-RadM/2021/266/00/OR_ABI-L1b-RadM1-M6C13_G16_s2021266003,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/00/OR_ABI-L2-MCMIPM2-M6_G16_s2021266003,s3://noaa-goes16/ABI-L1b-RadM/2021/266/00/OR_ABI-L1b-RadM2-M6C13_G16_s2021266003
2021al18,Hurricane Sam,2021-09-23 01:00:00,2021266010,10.08,-34.84,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/01/OR_ABI-L2-MCMIPM1-M6_G16_s2021266010,s3://noaa-goes16/ABI-L1b-RadM/2021/266/01/OR_ABI-L1b-RadM1-M6C13_G16_s2021266010,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/01/OR_ABI-L2-MCMIPM2-M6_G16_s2021266010,s3://noaa-goes16/ABI-L1b-RadM/2021/266/01/OR_ABI-L1b-RadM2-M6C13_G16_s2021266010
2021al18,Hurricane Sam,2021-09-23 01:30:00,2021266013,10.19,-34.72,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/01/OR_ABI-L2-MCMIPM1-M6_G16_s2021266013,s3://noaa-goes16/ABI-L1b-RadM/2021/266/01/OR_ABI-L1b-RadM1-M6C13_G16_s2021266013,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/01/OR_ABI-L2-MCMIPM2-M6_G16_s2021266013,s3://noaa-goes16/ABI-L1b-RadM/2021/266/01/OR_ABI-L1b-RadM2-M6C13_G16_s2021266013
2021al18,Hurricane Sam,2021-09-23 02:00:00,2021266020,10.20,-34.79,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/02/OR_ABI-L2-MCMIPM1-M6_G16_s2021266020,s3://noaa-goes16/ABI-L1b-RadM/2021/266/02/OR_ABI-L1b-RadM1-M6C13_G16_s2021266020,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/02/OR_ABI-L2-MCMIPM2-M6_G16_s2021266020,s3://noaa-goes16/ABI-L1b-RadM/2021/266/02/OR_ABI-L1b-RadM2-M6C13_G16_s2021266020
2021al18,Hurricane Sam,2021-09-23 02:30:00,2021266023,10.20,-34.90,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/02/OR_ABI-L2-MCMIPM1-M6_G16_s2021266023,s3://noaa-goes16/ABI-L1b-RadM/2021/266/02/OR_ABI-L1b-RadM1-M6C13_G16_s2021266023,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/02/OR_ABI-L2-MCMIPM2-M6_G16_s2021266023,s3://noaa-goes16/ABI-L1b-RadM/2021/266/02/OR_ABI-L1b-RadM2-M6C13_G16_s2021266023
2021al18,Hurricane Sam,2021-09-23 03:00:00,2021266030,10.20,-35.00,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/03/OR_ABI-L2-MCMIPM1-M6_G16_s2021266030,s3://noaa-goes16/ABI-L1b-RadM/2021/266/03/OR_ABI-L1b-RadM1-M6C13_G16_s2021266030,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/03/OR_ABI-L2-MCMIPM2-M6_G16_s2021266030,s3://noaa-goes16/ABI-L1b-RadM/2021/266/03/OR_ABI-L1b-RadM2-M6C13_G16_s2021266030
2021al18,Hurricane Sam,2021-09-23 03:30:00,2021266033,10.20,-35.11,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/03/OR_ABI-L2-MCMIPM1-M6_G16_s2021266033,s3://noaa-goes16/ABI-L1b-RadM/2021/266/03/OR_ABI-L1b-RadM1-M6C13_G16_s2021266033,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/03/OR_ABI-L2-MCMIPM2-M6_G16_s2021266033,s3://noaa-goes16/ABI-L1b-RadM/2021/266/03/OR_ABI-L1b-RadM2-M6C13_G16_s2021266033
2021al18,Hurricane Sam,2021-09-23 04:00:00,2021266040,10.21,-35.21,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/04/OR_ABI-L2-MCMIPM1-M6_G16_s2021266040,s3://noaa-goes16/ABI-L1b-RadM/2021/266/04/OR_ABI-L1b-RadM1-M6C13_G16_s2021266040,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/04/OR_ABI-L2-MCMIPM2-M6_G16_s2021266040,s3://noaa-goes16/ABI-L1b-RadM/2021/266/04/OR_ABI-L1b-RadM2-M6C13_G16_s2021266040
2021al18,Hurricane Sam,2021-09-23 04:30:00,2021266043,10.21,-35.32,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/04/OR_ABI-L2-MCMIPM1-M6_G16_s2021266043,s3://noaa-goes16/ABI-L1b-RadM/2021/266/04/OR_ABI-L1b-RadM1-M6C13_G16_s2021266043,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/04/OR_ABI-L2-MCMIPM2-M6_G16_s2021266043,s3://noaa-goes16/ABI-L1b-RadM/2021/266/04/OR_ABI-L1b-RadM2-M6C13_G16_s2021266043
2021al18,Hurricane Sam,2021-09-23 05:00:00,2021266050,10.22,-35.43,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/05/OR_ABI-L2-MCMIPM1-M6_G16_s2021266050,s3://noaa-goes16/ABI-L1b-RadM/2021/266/05/OR_ABI-L1b-RadM1-M6C13_G16_s2021266050,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/05/OR_ABI-L2-MCMIPM2-M6_G16_s2021266050,s3://noaa-goes16/ABI-L1b-RadM/2021/266/05/OR_ABI-L1b-RadM2-M6C13_G16_s2021266050
2021al18,Hurricane Sam,2021-09-23 05:30:00,2021266053,10.23,-35.54,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/05/OR_ABI-L2-MCMIPM1-M6_G16_s2021266053,s3://noaa-goes16/ABI-L1b-RadM/2021/266/05/OR_ABI-L1b-RadM1-M6C13_G16_s2021266053,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/05/OR_ABI-L2-MCMIPM2-M6_G16_s2021266053,s3://noaa-goes16/ABI-L1b-RadM/2021/266/05/OR_ABI-L1b-RadM2-M6C13_G16_s2021266053
2021al18,Hurricane Sam,2021-09-23 06:00:00,2021266060,10.24,-35.65,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/06/OR_ABI-L2-MCMIPM1-M6_G16_s2021266060,s3://noaa-goes16/ABI-L1b-RadM/2021/266/06/OR_ABI-L1b-RadM1-M6C13_G16_s2021266060,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/06/OR_ABI-L2-MCMIPM2-M6_G16_s2021266060,s3://noaa-goes16/ABI-L1b-RadM/2021/266/06/OR_ABI-L1b-RadM2-M6C13_G16_s2021266060
2021al18,Hurricane Sam,2021-09-23 06:30:00,2021266063,10.25,-35.76,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/06/OR_ABI-L2-MCMIPM1-M6_G16_s2021266063,s3://noaa-goes16/ABI-L1b-RadM/2021/266/06/OR_ABI-L1b-RadM1-M6C13_G16_s2021266063,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/06/OR_ABI-L2-MCMIPM2-M6_G16_s2021266063,s3://noaa-goes16/ABI-L1b-RadM/2021/266/06/OR_ABI-L1b-RadM2-M6C13_G16_s2021266063
2021al18,Hurricane Sam,2021-09-23 07:00:00,2021266070,10.26,-35.87,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/07/OR_ABI-L2-MCMIPM1-M6_G16_s2021266070,s3://noaa-goes16/ABI-L1b-RadM/2021/266/07/OR_ABI-L1b-RadM1-M6C13_G16_s2021266070,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/07/OR_ABI-L2-MCMIPM2-M6_G16_s2021266070,s3://noaa-goes16/ABI-L1b-RadM/2021/266/07/OR_ABI-L1b-RadM2-M6C13_G16_s2021266070
2021al18,Hurricane Sam,2021-09-23 07:30:00,2021266073,10.27,-35.98,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/07/OR_ABI-L2-MCMIPM1-M6_G16_s2021266073,s3://noaa-goes16/ABI-L1b-RadM/2021/266/07/OR_ABI-L1b-RadM1-M6C13_G16_s2021266073,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/07/OR_ABI-L2-MCMIPM2-M6_G16_s2021266073,s3://noaa-goes16/ABI-L1b-RadM/2021/266/07/OR_ABI-L1b-RadM2-M6C13_G16_s2021266073
2021al18,Hurricane Sam,2021-09-23 08:00:00,2021266080,10.47,-36.17,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/08/OR_ABI-L2-MCMIPM1-M6_G16_s2021266080,s3://noaa-goes16/ABI-L1b-RadM/2021/266/08/OR_ABI-L1b-RadM1-M6C13_G16_s2021266080,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/08/OR_ABI-L2-MCMIPM2-M6_G16_s2021266080,s3://noaa-goes16/ABI-L1b-RadM/2021/266/08/OR_ABI-L1b-RadM2-M6C13_G16_s2021266080
2021al18,Hurricane Sam,2021-09-23 08:30:00,2021266083,10.48,-36.28,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/08/OR_ABI-L2-MCMIPM1-M6_G16_s2021266083,s3://noaa-goes16/ABI-L1b-RadM/2021/266/08/OR_ABI-L1b-RadM1-M6C13_G16_s2021266083,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/08/OR_ABI-L2-MCMIPM2-M6_G16_s2021266083,s3://noaa-goes16/ABI-L1b-RadM/2021/266/08/OR_ABI-L1b-RadM2-M6C13_G16_s2021266083
2021al18,Hurricane Sam,2021-09-23 09:00:00,2021266090,10.50,-36.40,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/09/OR_ABI-L2-MCMIPM1-M6_G16_s2021266090,s3://noaa-goes16/ABI-L1b-RadM/2021/266/09/OR_ABI-L1b-RadM1-M6C13_G16_s2021266090,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/09/OR_ABI-L2-MCMIPM2-M6_G16_s2021266090,s3://noaa-goes16/ABI-L1b-RadM/2021/266/09/OR_ABI-L1b-RadM2-M6C13_G16_s2021266090
2021al18,Hurricane Sam,2021-09-23 09:30:00,2021266093,10.52,-36.51,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/09/OR_ABI-L2-MCMIPM1-M6_G16_s2021266093,s3://noaa-goes16/ABI-L1b-RadM/2021/266/09/OR_ABI-L1b-RadM1-M6C13_G16_s2021266093,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/09/OR_ABI-L2-MCMIPM2-M6_G16_s2021266093,s3://noaa-goes16/ABI-L1b-RadM/2021/266/09/OR_ABI-L1b-RadM2-M6C13_G16_s2021266093
2021al18,Hurricane Sam,2021-09-23 10:00:00,2021266100,10.53,-36.63,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/10/OR_ABI-L2-MCMIPM1-M6_G16_s2021266100,s3://noaa-goes16/ABI-L1b-RadM/2021/266/10/OR_ABI-L1b-RadM1-M6C13_G16_s2021266100,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/10/OR_ABI-L2-MCMIPM2-M6_G16_s2021266100,s3://noaa-goes16/ABI-L1b-RadM/2021/266/10/OR_ABI-L1b-RadM2-M6C13_G16_s2021266100
2021al18,Hurricane Sam,2021-09-23 10:30:00,2021266103,10.55,-36.74,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/10/OR_ABI-L2-MCMIPM1-M6_G16_s2021266103,s3://noaa-goes16/ABI-L1b-RadM/2021/266/10/OR_ABI-L1b-RadM1-M6C13_G16_s2021266103,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/10/OR_ABI-L2-MCMIPM2-M6_G16_s2021266103,s3://noaa-goes16/ABI-L1b-RadM/2021/266/10/OR_ABI-L1b-RadM2-M6C13_G16_s2021266103
2021al18,Hurricane Sam,2021-09-23 11:00:00,2021266110,10.56,-36.86,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/11/OR_ABI-L2-MCMIPM1-M6_G16_s2021266110,s3://noaa-goes16/ABI-L1b-RadM/2021/266/11/OR_ABI-L1b-RadM1-M6C13_G16_s2021266110,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/11/OR_ABI-L2-MCMIPM2-M6_G16_s2021266110,s3://noaa-goes16/ABI-L1b-RadM/2021/266/11/OR_ABI-L1b-RadM2-M6C13_G16_s2021266110
2021al18,Hurricane Sam,2021-09-23 11:30:00,2021266113,10.58,-36.97,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/11/OR_ABI-L2-MCMIPM1-M6_G16_s2021266113,s3://noaa-goes16/ABI-L1b-RadM/2021/266/11/OR_ABI-L1b-RadM1-M6C13_G16_s2021266113,s3://noaa-goes16/ABI-L2-MCMIPM/2021/266/11/OR_ABI-L2-MCMIPM2-M6_G16_s2021266113,s3://noaa-goes16/ABI-L1b-RadM/2021/266/11/OR_ABI-L1b-RadM2-M6C13_G16_s2021266113
